changestimulusstate_id,hunger_arausal,sleep_arausal,pain_arausal,fear_arausal
1801,0.195,0.18791834899378954,0,0
1848,0.1905,0.18260907162069825,0,0
1866,0.195,0.18,0,0
1876,0.195,0.1893729121173003,0,0
1910,0.1905,0.18,0,0
1946,0.195,0.1905274206144878,0,0
1952,0.195,0.18,0,0
2047,0.1965,0.1815,0,0
2102,0.1965,0.18266936896012265,0,0
2107,0.1965,0.18,0,0
2113,0.198,0.1815,0,0
2118,0.198,0.18268406227634235,0,0
2123,0.198,0.18,0,0
2129,0.1995,0.1815,0,0
2134,0.1995,0.18269857394531738,0,0
2139,0.1995,0.18,0,0
2152,0.201,0.1815,0,0
2157,0.201,0.18271288964578253,0,0
2162,0.201,0.18,0,0
2168,0.2025,0.1815,0,0
2173,0.2025,0.18272699524986977,0,0
2201,0.20400000000000001,0.18422699524986977,0,0
2231,0.195,0.18,0,0
2325,0.192,0.1815,0,0
2347,0.20400000000000001,0.18546787208692062,0,0
2394,0.192,0.18262434494358243,0,0
2418,0.20400000000000001,0.18,0,0
2488,0.1965,0.1815,0,0
2483,0.1935,0.18412434494358243,0,0
2540,0.1965,0.18266936896012265,0,0
2632,0.1935,0.18526384049660205,0,0
2664,0.195,0.18676384049660205,0,0
2721,0.195,0.18791834899378954,0,0
2730,0.1965,0.18,0,0
2736,0.20400000000000001,0.18,0,0
2764,0.198,0.1815,0,0
2785,0.20550000000000002,0.1815,0,0
2895,0.195,0.18,0,0
2875,0.198,0.18268406227634235,0,0
2906,0.1965,0.1815,0,0
2934,0.198,0.18,0,0
2948,0.1965,0.18266936896012265,0,0
3090,0.20550000000000002,0.18275452070787518,0,0
3135,0.20700000000000002,0.18425452070787518,0,0
3154,0.1965,0.18,0,0
3160,0.198,0.1815,0,0
3165,0.198,0.18268406227634235,0,0
3170,0.1995,0.18418406227634235,0,0
3175,0.1995,0.18538263622165974,0,0
3186,0.201,0.18688263622165974,0,0
3215,0.201,0.18809552586744227,0,0
3251,0.20700000000000002,0.18552243410536468,0,0
3275,0.20850000000000002,0.18702243410536468,0,0
3286,0.20850000000000002,0.18830347579429074,0,0
3295,0.21000000000000002,0.18980347579429074,0,0
3306,0.21000000000000002,0.19109736842043698,0,0
3315,0.21000000000000002,0.18,0,0
3325,0.21000000000000002,0.18,0,0
3333,0.21150000000000002,0.1815,0,0
3338,0.21150000000000002,0.18280645352682648,0,0
3343,0.21150000000000002,0.18,0,0
2997,0.198,0.18,0,0
3349,0.21300000000000002,0.1815,0,0
3401,0.198,0.18,0,0
3409,0.2025,0.18959552586744227,0,0
3461,0.2025,0.19082252111731204,0,0
3456,0.1995,0.1815,0,0
3470,0.20400000000000001,0.19232252111731205,0,0
3475,0.1995,0.18269857394531738,0,0
3484,0.201,0.18419857394531738,0,0
3493,0.20400000000000001,0.1935633979543629,0,0
3513,0.201,0.18541146359109992,0,0
3447,0.21300000000000002,0.18281871199487434,0,0
3522,0.20550000000000002,0.1950633979543629,0,0
3557,0.20550000000000002,0.19631791866223808,0,0
3570,0.20550000000000002,0.18,0,0
3583,0.20700000000000002,0.1815,0,0
3590,0.20700000000000002,0.1827679133974895,0,0
3638,0.21300000000000002,0.18,0,0
3598,0.20850000000000002,0.1842679133974895,0,0
3679,0.21450000000000002,0.1815,0,0
3697,0.20850000000000002,0.18554895508641556,0,0
3719,0.21450000000000002,0.18283065593266182,0,0
3752,0.21000000000000002,0.18704895508641556,0,0
3795,0.21450000000000002,0.18,0,0
3824,0.21450000000000002,0.18,0,0
3844,0.21450000000000002,0.18,0,0
3875,0.21600000000000003,0.1815,0,0
3851,0.21000000000000002,0.1883428477125618,0,0
3940,0.21150000000000002,0.1898428477125618,0,0
3992,0.21150000000000002,0.19114930123938828,0,0
3950,0.21600000000000003,0.18284227355296434,0,0
4014,0.21150000000000002,0.18,0,0
4028,0.21300000000000002,0.1815,0,0
4041,0.21300000000000002,0.18281871199487434,0,0
4091,0.21600000000000003,0.18,0,0
4050,0.21300000000000002,0.18,0,0
4105,0.21450000000000002,0.1815,0,0
4142,0.21450000000000002,0.18283065593266182,0,0
4177,0.21450000000000002,0.18,0,0
4001,0.2025,0.18691146359109992,0,0
4202,0.2025,0.1881384588409697,0,0
4223,0.21600000000000003,0.1815,0,0
4228,0.20400000000000001,0.1896384588409697,0,0
4284,0.21600000000000003,0.18284227355296434,0,0
4289,0.20400000000000001,0.19087933567802054,0,0
4316,0.21600000000000003,0.18,0,0
4342,0.20550000000000002,0.19237933567802054,0,0
4360,0.21750000000000003,0.1815,0,0
4387,0.20550000000000002,0.19363385638589573,0,0
4148,0.21600000000000003,0.18,0,0
4416,0.21750000000000003,0.18285355339059328,0,0
4452,0.21900000000000003,0.18435355339059328,0,0
4565,0.21900000000000003,0.18571803770430398,0,0
4449,0.20700000000000002,0.19513385638589573,0,0
4573,0.21600000000000003,0.18,0,0
4679,0.20700000000000002,0.19640176978338522,0,0
4740,0.20850000000000002,0.19790176978338522,0,0
7156,0.23400000000000004,0.182952413526233,0,0
9061,0.24150000000000005,0.1815,0,0
11135,0.24900000000000005,0.18299605735065724,0,0
11279,0.25200000000000006,0.18899285169717292,0,0
11345,0.25050000000000006,0.18449605735065724,0,0
11693,0.25350000000000006,0.19049285169717292,0,0
14556,0.2700000000000001,0.18,0,0
14721,0.2700000000000001,0.18,0,0
14750,0.2730000000000001,0.1844704403844771,0,0
14941,0.2745000000000001,0.18889420594026324,0,0
14897,0.2700000000000001,0.18,0,0
17069,0.2805000000000001,0.18293037101350196,0,0
17101,0.2760000000000001,0.185911290839075,0,0
17173,0.2820000000000001,0.18443037101350196,0,0
17923,0.2985000000000001,0.18714936792753617,0,0
18120,0.3000000000000001,0.1912497140805089,0,0
18682,0.2940000000000001,0.1815,0,0
18755,0.2820000000000001,0.18,0,0
19731,0.3120000000000001,0.18809552586744227,0,0
19792,0.3135000000000001,0.18959552586744227,0,0
20251,0.2985000000000001,0.18,0,0
20296,0.3000000000000001,0.1815,0,0
20941,0.2940000000000001,0.18,0,0
21083,0.3195000000000001,0.1852334165642807,0,0
27873,0.35250000000000015,0.1815,0,0
28099,0.35400000000000015,0.18377300475013023,0,0
37697,0.4110000000000002,0.1915036990931186,0,0
37896,0.3825000000000002,0.18,0,0
38275,0.4245000000000002,0.18556467137257876,0,0
42448,0.4350000000000002,0.18,0,0
42835,0.186,0.18,0,0
44786,0.44850000000000023,0.18,0,0
45341,0.46650000000000025,0.1838454915028125,0,0
46402,0.47550000000000026,0.1815,0,0
46671,0.47700000000000026,0.1815,0,0
46859,0.47700000000000026,0.18246860474023532,0,0
46909,0.47850000000000026,0.18396860474023533,0,0
47912,0.48150000000000026,0.18101570537953904,0,0
48281,0.48450000000000026,0.18403139525976464,0,0
48751,0.22200000000000003,0.20059914017080988,0,0
49162,0.48900000000000027,0.18259369065729283,0,0
49870,0.47400000000000025,0.18,0,0
50289,0.47700000000000026,0.18,0,0
50730,0.47850000000000026,0.18,0,0
50906,0.24000000000000005,0.2265847700842261,0,0
50921,0.24150000000000005,0.2280847700842261,0,0
51136,0.24450000000000005,0.23258937253930004,0,0
52151,0.48450000000000026,0.18403139525976464,0,0
54349,0.48750000000000027,0.1825782172325201,0,0
54909,0.26550000000000007,0.187405845204037,0,0
55641,0.49200000000000027,0.1815,0,0
57699,0.5264999999999993,0.18,0,0
58097,0.2820000000000001,0.186763840496602,0,0
58845,0.5099999999999999,0.1815,0,0
59290,0.5414999999999988,0.19632214772464382,0,0
59355,0.5114999999999998,0.1815,0,0
61215,0.5189999999999996,0.1871958269435576,0,0
62240,0.563999999999998,0.18748990152095482,0,0
62248,0.5234999999999994,0.18438525662138788,0,0
62881,0.3030000000000001,0.1815,0,0
63468,0.5699999999999977,0.18,0,0
63739,0.3150000000000001,0.18,0,0
63905,0.5729999999999976,0.1844704403844771,0,0
63947,0.533999999999999,0.19614973186550633,0,0
64239,0.5744999999999976,0.18889420594026324,0,0
64829,0.5384999999999989,0.18446488824294413,0,0
64971,0.3195000000000001,0.1858836566021161,0,0
67251,0.590999999999997,0.18437505553481523,0,0
68159,0.5519999999999984,0.18599679434651567,0,0
68684,0.5999999999999966,0.18,0,0
69507,0.34800000000000014,0.1815,0,0
69602,0.34950000000000014,0.18449605735065724,0,0
70614,0.6089999999999963,0.1815,0,0
71424,0.6134999999999962,0.19076489482756495,0,0
71502,0.5684999999999978,0.18,0,0
71804,0.35850000000000015,0.1829704403844771,0,0
71956,0.36000000000000015,0.18593532862742124,0,0
72337,0.5729999999999976,0.18891085688556883,0,0
72505,0.5759999999999975,0.1815,0,0
72538,0.5759999999999975,0.182952413526233,0,0
73047,0.36450000000000016,0.18,0,0
73772,0.5834999999999972,0.18442216396275102,0,0
73789,0.6269999999999957,0.18,0,0
73936,0.6284999999999956,0.18,0,0
73942,0.5849999999999972,0.18874021274707578,0,0
74305,0.6299999999999956,0.1825,0,0
74357,0.5864999999999971,0.18,0,0
75239,0.5939999999999969,0.18435355339059328,0,0
75315,0.5939999999999969,0.18,0,0
75652,0.5939999999999969,0.18,0,0
75658,0.5939999999999969,0.18,0,0
75664,0.5939999999999969,0.18,0,0
75670,0.5939999999999969,0.18,0,0
75676,0.5939999999999969,0.18,0,0
75682,0.5939999999999969,0.18,0,0
75688,0.5939999999999969,0.18,0,0
75694,0.5939999999999969,0.18,0,0
75700,0.5954999999999968,0.1815,0,0
75826,0.6359999999999953,0.18984317858725494,0,0
75870,0.6374999999999953,0.19134317858725494,0,0
75879,0.6374999999999953,0.19226496135473484,0,0
76040,0.6389999999999952,0.18,0,0
76551,0.5969999999999968,0.18564936792753617,0,0
77395,0.6074999999999964,0.18272699524986977,0,0
77451,0.646499999999995,0.18467612254268992,0,0
77860,0.6494999999999949,0.1892934863210302,0,0
77929,0.3960000000000002,0.18,0,0
78032,0.3975000000000002,0.18269857394531738,0,0
78517,0.4005000000000002,0.185353431236465,0,0
78582,0.4035000000000002,0.18263949555301962,0,0
79124,0.4035000000000002,0.18,0,0
79312,0.6194999999999959,0.18,0,0
79596,0.6209999999999959,0.18259369065729286,0,0
80302,0.4140000000000002,0.1954220955437174,0,0
80596,0.4155000000000002,0.19793780092325647,0,0
80614,0.671999999999994,0.1815,0,0
80619,0.671999999999994,0.1821147433786121,0,0
80630,0.4155000000000002,0.18,0,0
80646,0.673499999999994,0.18421966587242428,0,0
80928,0.4200000000000002,0.1874528993606963,0,0
80941,0.4215000000000002,0.1889528993606963,0,0
81074,0.6749999999999939,0.18,0,0
81452,0.6764999999999939,0.18,0,0
82242,0.6299999999999956,0.18,0,0
82558,0.6854999999999936,0.1815,0,0
83466,0.6374999999999953,0.1824217827674799,0,0
83640,0.4320000000000002,0.18,0,0
83661,0.6404999999999952,0.18632809211018705,0,0
83908,0.6899999999999934,0.1815,0,0
84502,0.4335000000000002,0.18,0,0
84508,0.6929999999999933,0.18,0,0
84803,0.646499999999995,0.18233063103987737,0,0
84830,0.646499999999995,0.18,0,0
84800,0.6944999999999932,0.18201204161903062,0,0
85266,0.4350000000000002,0.18,0,0
85307,0.6944999999999932,0.18,0,0
85593,0.6524999999999948,0.18,0,0
85811,0.4365000000000002,0.1823014260546826,0,0
85842,0.4380000000000002,0.1838014260546826,0,0
85884,0.6974999999999931,0.18200615582970242,0,0
85902,0.6584999999999945,0.18669652420570926,0,0
85952,0.4395000000000002,0.18608853640890008,0,0
85963,0.4395000000000002,0.1868615411590303,0,0
85968,0.6584999999999945,0.18,0,0
85980,0.4410000000000002,0.1815,0,0
85950,0.6989999999999931,0.1815,0,0
86743,0.7049999999999929,0.19000739502264422,0,0
87082,0.6614999999999944,0.1815,0,0
87183,0.44850000000000023,0.1815,0,0
87672,0.6629999999999944,0.1815,0,0
88233,0.7139999999999925,0.1815,0,0
88777,0.6704999999999941,0.18426046015147407,0,0
88788,0.671999999999994,0.18576046015147407,0,0
89631,0.7184999999999924,0.18,0,0
89642,0.6749999999999939,0.18998012602389835,0,0
89817,0.6764999999999939,0.19266207723957363,0,0
90036,0.6764999999999939,0.18,0,0
90385,0.6794999999999938,0.18414746502374704,0,0
90413,0.6809999999999937,0.18564746502374704,0,0
90476,0.46800000000000025,0.18773392473660977,0,0
90502,0.7319999999999919,0.19235251758255584,0,0
90533,0.46950000000000025,0.18979577139658785,0,0
90603,0.6809999999999937,0.18,0,0
90631,0.6824999999999937,0.1815,0,0
90636,0.6824999999999937,0.18205449673790583,0,0
90549,0.46950000000000025,0.19035026813449368,0,0
90660,0.7334999999999918,0.18,0,0
91090,0.7379999999999917,0.18211474337861208,0,0
91110,0.47400000000000025,0.19647408905247457,0,0
91136,0.7394999999999916,0.18423968784379685,0,0
91198,0.7424999999999915,0.18,0,0
91202,0.48000000000000026,0.20404797356701143,0,0
91297,0.7424999999999915,0.18,0,0
91656,0.7439999999999914,0.18,0,0
91662,0.6869999999999935,0.1881783176558867,0,0
91672,0.6869999999999935,0.18,0,0
91691,0.7454999999999914,0.1815,0,0
91782,0.6884999999999935,0.1820295596155229,0,0
91884,0.48150000000000026,0.20657572360547774,0,0
92058,0.7484999999999913,0.18368128800512565,0,0
92139,0.7484999999999913,0.18437483447829914,0,0
92413,0.48300000000000026,0.18,0,0
92856,0.6989999999999931,0.18,0,0
92870,0.700499999999993,0.1815,0,0
4795,0.20850000000000002,0.1991828114723113,0,0
5926,0.21600000000000003,0.18433065593266182,0,0
6284,0.22200000000000003,0.1815,0,0
6366,0.23250000000000004,0.18,0,0
6802,0.21750000000000003,0.18,0,0
6841,0.21900000000000003,0.1828644843137107,0,0
6851,0.22350000000000003,0.1815,0,0
8162,0.23550000000000004,0.1815,0,0
8176,0.22800000000000004,0.18583570424988827,0,0
8595,0.24000000000000005,0.18,0,0
9044,0.24000000000000005,0.18,0,0
9086,0.24150000000000005,0.18298014684283848,0,0
9097,0.24300000000000005,0.18448014684283848,0,0
10617,0.25200000000000006,0.18299901336421412,0,0
11008,0.24900000000000005,0.1815,0,0
11400,0.25200000000000006,0.1874938383329588,0,0
12452,0.25500000000000006,0.183,0,0
13034,0.25950000000000006,0.187498766644397,0,0
13340,0.25950000000000006,0.18899654762669854,0,0
13390,0.26100000000000007,0.19049654762669854,0,0
13543,0.26400000000000007,0.18,0,0
14595,0.2700000000000001,0.18,0,0
14707,0.2715000000000001,0.1829704403844771,0,0
15178,0.2775000000000001,0.19479212272859045,0,0
15510,0.2730000000000001,0.18146488824294413,0,0
15871,0.2745000000000001,0.1815,0,0
16705,0.2775000000000001,0.1888567941011692,0,0
16921,0.2790000000000001,0.18293815334002192,0,0
17559,0.2955000000000001,0.1815,0,0
21170,0.2970000000000001,0.18433065593266182,0,0
21252,0.3060000000000001,0.18274087683705084,0,0
21293,0.3075000000000001,0.18546787208692062,0,0
21712,0.3000000000000001,0.1912497140805089,0,0
21950,0.3120000000000001,0.1935633979543629,0,0
23234,0.3090000000000001,0.20652106196172026,0,0
24325,0.33750000000000013,0.18,0,0
24877,0.3195000000000001,0.1852334165642807,0,0
24945,0.3210000000000001,0.18782710722157356,0,0
25169,0.3240000000000001,0.19190532445409367,0,0
25259,0.34050000000000014,0.18479723772200887,0,0
26528,0.3285000000000001,0.18,0,0
26724,0.35100000000000015,0.18,0,0
27156,0.3300000000000001,0.1825,0,0
27325,0.33900000000000013,0.19376496135473478,0,0
27379,0.35100000000000015,0.18,0,0
28616,0.34650000000000014,0.18,0,0
30259,0.34950000000000014,0.186146568763535,0,0
31238,0.35400000000000015,0.1860601151043477,0,0
31472,0.36000000000000015,0.18819652420570926,0,0
31620,0.36150000000000015,0.1815,0,0
31625,0.36150000000000015,0.1821935464731735,0,0
31635,0.36300000000000016,0.1836935464731735,0,0
31645,0.36300000000000016,0.18437483447829917,0,0
31707,0.35700000000000015,0.18,0,0
32780,0.3855000000000002,0.18354758647376698,0,0
33196,0.3885000000000002,0.1815,0,0
34296,0.38100000000000017,0.19039126289940037,0,0
34889,0.36750000000000016,0.18064644660940674,0,0
35114,0.36900000000000016,0.1815,0,0
35503,0.37200000000000016,0.18576046015147407,0,0
36287,0.4065000000000002,0.18200024671981713,0,0
36998,0.4170000000000002,0.1815,0,0
37092,0.4050000000000002,0.18400024671981713,0,0
38182,0.4230000000000002,0.1835295596155229,0,0
38406,0.4125000000000002,0.18200615582970242,0,0
38522,0.4125000000000002,0.18,0,0
39190,0.4170000000000002,0.18603660641310196,0,0
39227,0.3870000000000002,0.18,0,0
39865,0.3885000000000002,0.1815,0,0
40695,0.4215000000000002,0.18,0,0
40877,0.4305000000000002,0.18,0,0
42515,0.186,0.18350615582970242,0,0
42624,0.44550000000000023,0.18,0,0
44107,0.44550000000000023,0.18,0,0
44277,0.44700000000000023,0.18218128800512565,0,0
44625,0.44850000000000023,0.1821935464731735,0,0
44670,0.44850000000000023,0.18,0,0
44740,0.44850000000000023,0.18,0,0
45459,0.45150000000000023,0.1815,0,0
47873,0.45900000000000024,0.1815,0,0
51069,0.24300000000000005,0.23108937253930004,0,0
52009,0.24750000000000005,0.18,0,0
52239,0.48600000000000027,0.18657844941642387,0,0
52430,0.24900000000000005,0.18231593772365765,0,0
52571,0.5085,0.1842679133974895,0,0
52780,0.5099999999999999,0.18704895508641556,0,0
52988,0.5099999999999999,0.18,0,0
53324,0.48600000000000027,0.18,0,0
53484,0.25950000000000006,0.1815,0,0
54037,0.48600000000000027,0.18,0,0
54255,0.48750000000000027,0.1815,0,0
54489,0.5129999999999998,0.18562516552170083,0,0
56699,0.4965000000000003,0.18532387745731008,0,0
56792,0.5234999999999994,0.18289507750618783,0,0
57091,0.2745000000000001,0.18914111603320602,0,0
57471,0.5249999999999994,0.18,0,0
58102,0.5279999999999992,0.18,0,0
60143,0.5489999999999985,0.21125953232467792,0,0
60918,0.5144999999999997,0.18,0,0
61065,0.2970000000000001,0.1815,0,0
61781,0.2970000000000001,0.18,0,0
61808,0.5579999999999982,0.18,0,0
61824,0.2985000000000001,0.18280645352682648,0,0
61834,0.2985000000000001,0.18,0,0
63265,0.5699999999999977,0.18297552825814759,0,0
63478,0.5279999999999992,0.18583570424988827,0,0
64038,0.3165000000000001,0.18,0,0
64229,0.3165000000000001,0.18,0,0
64258,0.5744999999999976,0.18,0,0
64501,0.5369999999999989,0.18296488824294413,0,0
65459,0.3195000000000001,0.18,0,0
67918,0.590999999999997,0.18,0,0
67970,0.5924999999999969,0.1815,0,0
68001,0.5489999999999985,0.18,0,0
68168,0.5939999999999969,0.18435355339059328,0,0
68400,0.5984999999999967,0.18280645352682648,0,0
69149,0.6029999999999965,0.18554895508641556,0,0
71217,0.5669999999999978,0.18,0,0
71864,0.5699999999999977,0.18297552825814759,0,0
72602,0.36150000000000015,0.18,0,0
72632,0.36300000000000016,0.1815,0,0
72658,0.36300000000000016,0.182952413526233,0,0
73437,0.6254999999999957,0.18923457450659517,0,0
73896,0.6284999999999956,0.1815,0,0
74733,0.37050000000000016,0.18442216396275102,0,0
75045,0.590999999999997,0.18,0,0
75088,0.590999999999997,0.18,0,0
75223,0.5924999999999969,0.18285355339059328,0,0
75272,0.5939999999999969,0.18569582694355763,0,0
76035,0.38100000000000017,0.19721570091965937,0,0
76099,0.5969999999999968,0.18433065593266182,0,0
76890,0.644999999999995,0.18234549150281254,0,0
82342,0.6809999999999937,0.1841314756464761,0,0
82358,0.6824999999999937,0.1856314756464761,0,0
82368,0.6824999999999937,0.18618597238438195,0,0
82383,0.6824999999999937,0.18,0,0
82394,0.4290000000000002,0.18476658343571933,0,0
83398,0.6374999999999953,0.1815,0,0
85491,0.6494999999999949,0.1846173637783403,0,0
86652,0.44550000000000023,0.18823668905758448,0,0
86719,0.44550000000000023,0.1889556473686584,0,0
87246,0.45000000000000023,0.1836935464731735,0,0
87750,0.6629999999999944,0.18218128800512567,0,0
88102,0.6629999999999944,0.18,0,0
88170,0.6644999999999943,0.1815,0,0
88194,0.45600000000000024,0.18428196229569604,0,0
88507,0.6659999999999943,0.18432707051437383,0,0
88653,0.45900000000000024,0.18790690676088082,0,0
88739,0.6689999999999942,0.1815,0,0
89124,0.7139999999999925,0.18,0,0
89222,0.7169999999999924,0.18351204161903062,0,0
89257,0.7169999999999924,0.1840277500384663,0,0
89268,0.7184999999999924,0.1855277500384663,0,0
89279,0.7184999999999924,0.18604760319562783,0,0
89290,0.7184999999999924,0.18,0,0
89310,0.7184999999999924,0.18,0,0
89360,0.7184999999999924,0.18,0,0
89782,0.7199999999999923,0.1815,0,0
89912,0.7199999999999923,0.18,0,0
89901,0.6764999999999939,0.18,0,0
90128,0.46650000000000025,0.18566429575011173,0,0
90318,0.728999999999992,0.18820505255880884,0,0
90340,0.6794999999999938,0.183577836037249,0,0
90777,0.47250000000000025,0.19389785460826067,0,0
90839,0.7349999999999918,0.18,0,0
91434,0.7439999999999914,0.18,0,0
91631,0.6869999999999935,0.18764320589883082,0,0
91671,0.7439999999999914,0.18,0,0
91696,0.6884999999999935,0.1815,0,0
91787,0.7454999999999914,0.18,0,0
92089,0.6914999999999933,0.18404432489901396,0,0
92129,0.6914999999999933,0.18,0,0
92266,0.48300000000000026,0.1815,0,0
92338,0.6929999999999933,0.18,0,0
92914,0.48450000000000026,0.18,0,0
93715,0.7079999999999927,0.18400123335560298,0,0
94389,0.7169999999999924,0.18201570841943568,0,0
94895,0.7199999999999923,0.1855355615765972,0,0
94973,0.5010000000000002,0.18,0,0
95079,0.7199999999999923,0.1860600333184496,0,0
95090,0.7199999999999923,0.18,0,0
95364,0.7214999999999923,0.1815,0,0
96033,0.5055000000000001,0.18351570841943568,0,0
96474,0.7709999999999905,0.18,0,0
97029,0.727499999999992,0.18,0,0
4833,0.21000000000000002,0.2006828114723113,0,0
5213,0.22200000000000003,0.1914783498605071,0,0
7306,0.22200000000000003,0.18723953984852593,0,0
7824,0.22350000000000003,0.18,0,0
8059,0.23700000000000004,0.18,0,0
8629,0.24150000000000005,0.1815,0,0
9399,0.23250000000000004,0.1815,0,0
9481,0.23400000000000004,0.1844455032620942,0,0
9814,0.24600000000000005,0.19194354042973652,0,0
9985,0.23400000000000004,0.18,0,0
10527,0.25050000000000006,0.18299778098230154,0,0
10564,0.24300000000000005,0.1889399666815504,0,0
10856,0.24750000000000005,0.1964190686878841,0,0
11947,0.25800000000000006,0.18,0,0
12106,0.25800000000000006,0.18,0,0
18275,0.3000000000000001,0.18,0,0
20336,0.3150000000000001,0.1934194033247524,0,0
20855,0.2925000000000001,0.18,0,0
20867,0.2940000000000001,0.1815,0,0
21006,0.3180000000000001,0.18262434494358243,0,0
21240,0.3060000000000001,0.1815,0,0
21569,0.3225000000000001,0.18932710722157356,0,0
21744,0.3225000000000001,0.19040532445409367,0,0
22225,0.3120000000000001,0.18,0,0
23029,0.3060000000000001,0.2022940667118505,0,0
22549,0.33450000000000013,0.18396860474023535,0,0
23835,0.33600000000000013,0.18,0,0
23997,0.3105000000000001,0.2104325255528202,0,0
25249,0.3240000000000001,0.18,0,0
25279,0.3240000000000001,0.18,0,0
26220,0.3285000000000001,0.18,0,0
26411,0.3285000000000001,0.18101570537953907,0,0
26579,0.3285000000000001,0.18,0,0
26821,0.3285000000000001,0.18,0,0
26878,0.35100000000000015,0.18,0,0
26892,0.35100000000000015,0.18,0,0
26838,0.3300000000000001,0.1825,0,0
26902,0.3300000000000001,0.18,0,0
26908,0.33150000000000013,0.1815,0,0
26913,0.33150000000000013,0.18248429462046092,0,0
26918,0.33300000000000013,0.18398429462046093,0,0
26923,0.33300000000000013,0.18495289936069628,0,0
26928,0.33450000000000013,0.18645289936069628,0,0
26943,0.33450000000000013,0.18740584520403702,0,0
27342,0.35100000000000015,0.18,0,0
27355,0.33900000000000013,0.19467127069744192,0,0
28794,0.33750000000000013,0.18,0,0
29180,0.33900000000000013,0.18240630934270713,0,0
29225,0.34950000000000014,0.18,0,0
29252,0.35100000000000015,0.1815,0,0
29263,0.34050000000000014,0.18390630934270713,0,0
29379,0.34200000000000014,0.18629723772200887,0,0
31338,0.37500000000000017,0.1820954915028125,0,0
32351,0.36150000000000015,0.18661861215810122,0,0
33763,0.37350000000000017,0.18210492249381216,0,0
34030,0.37950000000000017,0.18775978725292425,0,0
34700,0.4005000000000002,0.18,0,0
35486,0.37050000000000016,0.18426046015147407,0,0
36120,0.4020000000000002,0.18200098663578587,0,0
36401,0.4035000000000002,0.1815,0,0
38270,0.4110000000000002,0.19200764174246135,0,0
38343,0.4245000000000002,0.18610579405973676,0,0
39859,0.4305000000000002,0.18,0,0
40147,0.3900000000000002,0.18,0,0
40273,0.4200000000000002,0.18,0,0
41859,0.4305000000000002,0.18356184665997807,0,0
42688,0.4365000000000002,0.18210492249381213,0,0
43241,0.45150000000000023,0.18221895831107393,0,0
43470,0.4425000000000002,0.18,0,0
43551,0.44400000000000023,0.1815,0,0
44101,0.1935,0.18,0,0
44332,0.44700000000000023,0.18,0,0
45138,0.46350000000000025,0.18,0,0
45191,0.46500000000000025,0.1823454915028125,0,0
45346,0.45000000000000023,0.18,0,0
45824,0.46800000000000025,0.18,0,0
46499,0.45450000000000024,0.18595104491358444,0,0
46662,0.21300000000000002,0.18815338053350375,0,0
46683,0.21450000000000002,0.18965338053350375,0,0
46984,0.21600000000000003,0.19170787727140956,0,0
47668,0.45750000000000024,0.19122865211878862,0,0
48602,0.48600000000000027,0.1815,0,0
